Product Name,Date Certified,Certification Expiry,Days to Certify
OrgChart Professional v10.x,,,
SureSync Data Protection _ Availability Suite vv8.x,,,
LinkWare PC Cable Test Management Software v9.8,,,
Express Data Manager v2.x,2/9/2018,2/9/2021,132
Milestones Professional v2017,2/9/2018,2/9/2021,134
MATLAB 2017b v9.x,2/9/2018,12/31/2019,225
the QUick Energy Simulation Tool (eQUEST) v3.X,,,
BUFKIT 17 v17.x,,,
C-130 Weight and Balance App v1.2.4.4,,,
OnePager Pro v6.0.X,2/5/2018,2/5/2021,149
ComponentOne Ultimate v2017.x,2/2/2018,2/2/2021,197
OrCad PCB Designer v17.2,,,
Easy Worship v6,,,
Encryption Wizard Government Edition v3.x,,,
Backup Exec v16.x,,,
Nero Burning ROM v2017,,,
InstallShield Professional v2016,,,
WinZip v22.x,,,
Minitab License Manager v1.7.0,,,
Minitab v18,,,
RAwinsonde OBservation (RAOB) v6.x,1/30/2018,1/30/2021,161
Radar Data Information Suite Client v1.x,1/30/2018,9/8/2020,68
xAssets v7,1/29/2018,1/29/2021,341
Active Risk Manager (ARM) v9.x,,,
PL/SQL Developer v12.x,1/24/2018,1/24/2021,168
DownStream BluePrint - PCB (Printed Circuit Board),,,
CAM350 v12.x,1/24/2018,1/24/2021,154
Contenta v5.x,,,
UltraEdit v24.x,1/19/2018,1/19/2021,191
Dynatrace Agent v7.x,1/17/2018,1/17/2021,161
Microsoft SQL Express 2014 v12.0.2000.8,,,
Dynatrace Server v7.x,1/17/2018,9/8/2020,161
Creo Parametric v3.x,1/17/2018,9/8/2020,91
Radar Data Information Suite v1.x,11/29/2017,9/8/2020,88
XMLSpy Professional Edition v2018,,,
Nuance Dragon Naturally Speaking Professional v15,,,
Security Explorer v9.x,,,
PaperPort Professional v14.x,,,
Calcbot 2 v2.x,,,
Material Improvement Process (MIP) Tracker v1.x,1/8/2018,1/8/2021,121
Integrated Project System (IPS) v2.x,1/8/2018,1/8/2021,243
Oracle Message Designer v2.6.3,,,
Oracle Workflow Builder Client v2.6.3,,,
Takeoff and Landing Data (TOLD) Common Component (CC) v2.x,12/28/2017,12/28/2020,14
Tempo v4.x,12/20/2017,12/20/2020,202
oXygen XML Editor v19.x,12/20/2017,12/20/2020,29
Mentor Graphics FloMaster v8.x,,,
EnCase Basic _servlet_ v7.x,,,
EnCase Investigator _servlet_ v8.x,,,
Oracle Hyperion Interactive Reporting Studio v11.x,,,
EnCase Security _client_ v6.x,,,
EnCase Basic _client_ v7.x,,,
EnCase Investigator _client_ v8.x,,,
EnCase Basic v7.x,,,
EnCase Investigator v8.x,,,
WinRAR v5.x,12/12/2017,12/12/2020,194
Multipurpose Digital Data Viewer (MDDV) Network - Server v11,,,
ACL Analytics v12.x,,,
Oracle JDeveloper v10.x,,,
Statistica Professional v13.x,,,
Mathcad v15.x,,,
Rapid Course of Action Analysis Tool v4.8.0,,,
Jeppesen Mobile Flitedeck v2.9.1,,,
IBM InfoSphere DataStage v11.x,,,
TerraGo Technologies TerraGo Toolbar v7.x,11/20/2017,9/9/2020,199
Canopy v2.x,11/27/2017,11/27/2020,124
Employee Information Management Center (EIMC) v1.x,11/27/2017,11/27/2020,65
TeeChart v2017 for Visual Studio. NET vv4.x,,,
Performance Evaluation and Tracking System v2.10,,,
Beam Analysis v3.x,,,
Reflection Secure IT _Client_ v8.x,,,
FDPAuto v1.x,,,
StressCheck Professional v10.x,11/21/2017,11/21/2020,24
Smart Product Drivers v12.6.58.1.0,,,
SMART Ink v4.1,,,
Microsoft Assessment and Planning _MAP_ Toolkit v9.x,,,
Sensor Exploitation Assessment Modeling _ Simulation,11/17/2017,,
Specifications-Kept-Intact _SpecsIntact_ v4.6.2,,,
DMOC Radio Emulator v3.1.3,,,
SKYNET v2.x,,,
NetBeans IDE 8.2 Java SE Bundle v8.2,,,
Mathcad Prime v4.x,,,
IText 7 Core v7,,,
Eclipse IDE v4.6.3,,,
CTERA Agent _Workstation_ v5.x,,,
Archibus Smart Client v23.x,,,
Kodak i3000 Series Scanner Software v3.x,11/15/2017,9/8/2020,43
DataAggregator v2.x,11/15/2017,11/15/2020,8
Threat Vulnerability Timeline (TVT) v1.x,10/27/2017,9/8/2020,120
FileMaker Pro v15.x,,,
Deltek Acumen v8.x,11/3/2017,11/3/2020,188
Wireless Gate Release System (WGRS) Trainer v1.x,11/3/2017,11/3/2020,105
Wireless Gate Release System (WGRS) v1.x,11/3/2017,11/3/2020,107
DynamicPDF Merger for .NET Enterprise v8.x,11/3/2017,11/3/2020,115
Zebra Designer Pro v2.x,,,
Eclipse IDE v3.7S R2,,,
Oracle Client v12.x,,,
Front Panel Designer v5.x,,,
CorelDRAW Graphics Suite X8 v18.x,,,
Roxio Secure Burn Enterprise v4..x,10/26/2017,10/26/2020,131
C-130 Integrated Maintenance Information System (IMIS) v5.x,,,
Standardized Astrodynamic Algorithm Library v7.8,,,
Pointwise v18.x,10/26/2017,9/8/2020,168
Parts Configuration Management System-Graphical User Interface (PCMS-GUI) v3.x,10/26/2017,10/26/2020,15
ARW2SP v3.x,10/26/2017,10/26/2020,6
Prizm Active X Viewer _PXV_ v10.x,,,
Guided Weapons Trajectory Software (GWTS) v7.x,10/19/2017,10/19/2020,285
Teledyne electronic Takeoff and Landing Data (eTOLD) v2..x,10/19/2017,10/19/2020,89
Best Access Systems Keystone 600N vClient Version 5.x,,,
Consumable RSP Utilization Management (CRUMS) v1.x,10/18/2017,10/18/2020,39
Camtasia v9.x,10/18/2017,10/18/2020,126
Checklist Extractor v1.x,10/18/2017,10/18/2020,13
LiveContent S1000D v5.x,10/16/2017,10/16/2020,37
Autodesk Helius Composite v2017,,,
Knowvation v5.6.2,,,
ACUMEN Risk v7.X,,,
Toolbox Remote v2.x,,,
Deltek Open Plan Professional (32-bit) v8.x,10/5/2017,10/5/2020,233
Numerical Propulsion System Simulation _NPSS_ v2.x,,,
Snagit v13,,,
PAVER Pavement Management Software v7.x,10/5/2017,10/5/2020,176
Arbortext Isodraw v7.x,10/5/2017,10/5/2020,28
Supervisor Appraisal System (SAS) v2.x,9/21/2017,9/21/2020,195
QA Wizard Pro v2016.2,,,
EMC Instrument,(8) Completed,2/16/2017,9/28/2017
Automated Order Tracking System (AOTS) v2.x,9/26/2017,9/26/2020,187
Microsoft Visual Studio Enterprise v2017,,,
WS_FTP Server 2017 v8.x,,,
Aircraft Program Maintenance Systems (APMS) v1.x,9/21/2017,9/21/2020,238
Articulate Storyline 3 v3.x,9/21/2017,9/21/2020,99
LiveContent S1000D v5.x,,,
Dran-view 7  Enterprise v7.x,,,
KaleidaGraph v4.x,9/15/2017,9/15/2020,224
Route Library Tool v1.X,9/14/2017,9/14/2020,182
Technical Order (TO)  Archive Utility v1.x,9/14/2017,9/14/2020,7
Pavement Computer Assisted Structural Engineer (PCASE) v2.X,9/14/2017,9/14/2020,155
AppSense DesktopNow Suite Server v10.x,,,
Atlantis v3.x,9/13/2017,9/13/2020,154
S1000D to PDF Conversion v1.x,9/13/2017,9/13/2020,6
SparX Model Intergration for Microsoft Office v1.x,9/13/2017,9/13/2020,217
Logistics Composite Model (LCOM) Optimizer v5.x,5/22/2017,5/22/2020,75
ABBYY FineReader 14 Corporate v14.x,9/7/2017,9/7/2020,98
AFRL STANAG 4676 Tools v1.x,8/28/2017,8/28/2020,38
Data Module Highlights Generator v1.x,8/28/2017,8/28/2020,9
Anark Core Server v4.x,8/17/2017,8/17/2020,120
Precision Management Equipment Laboratory (PMEL) Automated Management System (PAMS) Plus v3.x,8/17/2017,8/17/2020,29
Integrated Cost Estimation (ICE) Tool v7.x,8/17/2017,8/17/2020,29
WinEdt v10.x,8/17/2017,8/17/2020,120
Longwatch Video Control Center _ Video Engine Server v5.x,,,
Longwatch Video Historian Client v5.7,,,
IPEVO Presenter v6.x,,,
WDZ Weapon Danger Zone and RMTK Surface Danger Zone Tool vv10.x,,,
MasterList v1.x,8/11/2017,8/11/2020,3
Technical Order Authorizing & Publishing (TOAP) Publisher Builder v1.x,8/11/2017,8/11/2020,8
ProModel 2016 v9.x,8/11/2017,8/11/2020,114
Simio Enterprise Edition v9.x,8/8/2017,8/8/2020,213
Baseline Road Assisted Tracker (BRAT) v3.0.1602,8/8/2017,8/8/2020,18
AppSense DesktopNow (Client) Version 10.x,,,
Autodesk Network License Manager v11.13.1.2,,,
Epson Scan 2 Utility v6.x,8/2/2017,8/2/2020,15
PROPRICER Government Edition v9.x,8/2/2017,8/2/2020,105
Moving Intelligence (MOVINT) Client v1.x,6/29/2017,6/29/2020,27
Part Number Database (PNDB) Viewer v3.x,7/26/2017,7/26/2020,6
SOLIDWORKS Integration Manager (SWIM) v11.x,7/25/2017,7/25/2020,98
Jeppesen FliteDeck (FD) Pro v3.x,7/24/2017,7/24/2020,74
Replace Studio Business Edition v8.x,7/24/2017,7/24/2020,11
Replace Studio Pro v8.x,7/24/2017,7/24/2020,12
Directory Toolkit v8.x,7/21/2017,7/21/2020,10
OpticStudio v16.x,,,
Automated Data Cleanup (ADC) v2.x,7/20/2017,7/20/2020,13
Part Number Database (PNDB) Connected Viewer v3.x,7/20/2017,7/20/2020,42
Part Number Database (PNDB) Editor v3.x,7/20/2017,7/20/2020,22
SaverXware v4.1.2.41,7/20/2017,7/20/2020,100
C2Core v3.x,7/20/2017,7/20/2020,111
Fluke Linkware v9.7,,,
Analyze v14.x,7/10/2017,7/10/2020,87
Teamcenter PLM Visualization v11.x,7/10/2017,7/11/2020,180
FlowBreeze4 (Admin Setup) v4.x,7/10/2017,7/10/2020,18
Heavy Cleanup (HC) Tool v1.x,7/10/2017,7/10/2020,47
SecureFX v8.x,7/10/2017,7/10/2020,89
Aircraft Sustainability Model (ASM) v10.x,6/29/2017,6/29/2020,92
Central Tech Order Repository MetaData Capture (CTOR MDC) Tool v1.x,6/29/2017,6/29/2020,34
A10 TALES v1.X,,,
SAP Crystal RPTS RT ENG for .net FW _32-bit_ v13.0.19.2312,,,
PAMS Plus v3.4.0.0,,,
Battlefield Airmen Rapid Refresh and Replenishment (BARs)  v1.x,6/27/2017,6/27/2020,74
Hewlett Packard Enterprise (HPE) Security Fortify Static Code Analyzer (SCA) v17.x,6/23/2017,4/10/2018,170
LOSA Data Query Tool v1.0,,,
HURRTRAK RM_Pro 2017 v28.x,,,
Data Collection Architecture for Analytical Feedback (DCAAF) v1.x,6/21/2017,6/21/2020,133
HURRTRAK Advanced 2017 v28.x,6/21/2017,6/21/2020,168
JMP v13.x,6/13/2017,6/13/2020,130
Virtual Electronic Combat Training Simulation (VECTS) Mission Planning Tool (MPT) v20.x,6/13/2017,6/13/2020,94
ReliaSoft Synthesis Master Suite v11.x,6/7/2017,6/7/2020,69
GR2Analyst v2.x,6/7/2017,6/7/2020,69
xAssets Client v7,5/26/2017,5/26/2020,93
Oil Analysis Program (OAP) Rev 2.7 v2.x,5/23/2017,5/23/2020,77
Borescope v1.x,,,
Support Equipment _ Vehicle _SE_V_ v2.x,,,
Operational Safety,5/22/2017,,
Propulsion v1.x,,,
JSTARS Comprehensive Inventory Management System _JCIMS_ v1.x,,,
Engine Trailer Tracking System _ETTS_ v1.x,,,
F108 Engine Rotor Stacking and Balancing System (ERSBS) v5.x,5/10/2017,4/10/2018,64
Adobe Captivate v2017,,,
F100-229 Engine Rotor Stacking and Balancing System (ERSBS) v3.x,5/10/2017,4/10/2018,64
F110 Engine Rotor Stacking and Balancing System (ERSBS) v2.x,5/10/2017,4/10/2018,64
F101 Engine Rotor Stacking and Balancing System (ERSBS) v7.x,5/10/2017,4/10/2018,64
F118 Engine Rotor Stacking and Balancing System (ERSBS) v7.x,5/10/2017,4/10/2018,64
DataAggregator v2.x,5/10/2017,4/10/2018,118
F100-220 Engine Rotor Stacking and Balancing System (ERSBS) v4.x,4/28/2017,4/10/2018,52
SEER for Software v8.x,4/28/2017,4/28/2020,111
Sequencher v5.x.x,,,
PrimalScript v2017,,,
SPIDR-Scalable Portable Integrated Data Router v6.X,,,
ELAN Precision Page Positioning (PPP) v2.x,4/6/2017,4/6/2020,54
Best Access Systems Keystone 600N vServer Version 5.x,,,
UltraCompare Professional v16.x,3/28/2017,3/28/2020,74
AGILOFT vv6.0 Release 7,,,
PixEdit Desktop v8.x,3/22/2017,3/22/2020,57
Financial Database v1.x,3/22/2017,3/22/2020,62
ScanSnap Organizer v5.x,2/21/2017,2/21/2020,32
TF34 Engine Rotor Stacking and Balancing System _ERSBS_ v2.0,,,
WMI Explorer v2017,,,
FedEx Ship Manager v30.x,,,
PowerShell Studio v2017,,,
PowerShell HelpWriter v2017,,,
DevExpress DXperience v13.x,,,
Tier 2 Submit v2016,,,
FreeStyle Libre Pro _Desktop software_ v1.0,,,
Magics Floating License Server v6.7,,,
ForeFlight Mobile Electronic Flight Bag (EFB) v8.x,2/1/2017,2/1/2020,20
RIO Connect v1.0,,,
,,,
"Applied filters:
Year is greater than or equal to 2017
Processing is not (Blank)",,,
